Open time,Close,High,Low,Volume
2023-02-08 20:00:00,1652.65,1656.1,1637.76,23227.1606
2023-02-08 22:00:00,1650.43,1655.51,1642.37,17867.5327
2023-02-09 00:00:00,1651.6,1656.17,1645.76,24685.5018
2023-02-09 02:00:00,1619.05,1652.07,1608.8,117253.6206
2023-02-09 04:00:00,1628.39,1630.69,1610.22,46441.5424
2023-02-09 06:00:00,1629.87,1636.65,1625.53,24127.0925
2023-02-09 08:00:00,1634.97,1637.33,1629.87,20924.2732
2023-02-09 10:00:00,1633.15,1640.24,1630.03,16830.3711
2023-02-09 12:00:00,1640.15,1643.44,1625.7,29839.3042
2023-02-09 14:00:00,1632.08,1649.24,1628.1,39342.2019
2023-02-09 16:00:00,1623.56,1633.67,1616.0,50699.1376
2023-02-09 18:00:00,1579.81,1630.97,1560.47,109650.9366
2023-02-09 20:00:00,1540.55,1582.45,1524.4,115273.5822
2023-02-09 22:00:00,1545.35,1550.26,1527.93,62944.1323
2023-02-10 00:00:00,1549.84,1555.01,1541.8,53329.6349
2023-02-10 02:00:00,1543.22,1550.75,1542.0,29387.2326
2023-02-10 04:00:00,1541.57,1546.95,1529.36,46222.8057
2023-02-10 06:00:00,1551.7,1552.88,1539.77,25036.4206
2023-02-10 08:00:00,1545.77,1554.46,1545.36,21897.2126
2023-02-10 10:00:00,1537.03,1547.31,1534.04,29798.0357
2023-02-10 12:00:00,1537.61,1542.54,1532.02,34439.9008
2023-02-10 14:00:00,1522.36,1548.01,1506.0,61211.3493
2023-02-10 16:00:00,1526.3,1534.0,1514.62,48715.525
2023-02-10 18:00:00,1534.28,1539.19,1522.73,46327.8044
2023-02-10 20:00:00,1505.53,1535.39,1490.0,55589.7289
2023-02-10 22:00:00,1513.06,1518.7,1503.84,32698.5694
2023-02-11 00:00:00,1512.48,1518.38,1507.53,33693.2315
2023-02-11 02:00:00,1520.38,1523.58,1511.96,15409.6036
2023-02-11 04:00:00,1517.68,1521.4,1516.23,11425.1328
2023-02-11 06:00:00,1520.81,1523.29,1514.96,12953.7242
2023-02-11 08:00:00,1522.36,1526.8,1518.97,35472.0501
2023-02-11 10:00:00,1520.16,1523.01,1515.0,34656.773
2023-02-11 12:00:00,1523.15,1525.19,1515.0,23698.2396
2023-02-11 14:00:00,1522.83,1526.71,1519.16,23656.3969
2023-02-11 16:00:00,1518.18,1522.99,1515.0,18430.2345
2023-02-11 18:00:00,1518.58,1521.39,1505.0,26125.178
2023-02-11 20:00:00,1534.41,1537.02,1516.65,27855.2177
2023-02-11 22:00:00,1538.51,1543.0,1530.66,26315.7889
2023-02-12 00:00:00,1533.61,1539.27,1532.08,17778.4913
2023-02-12 02:00:00,1531.15,1536.08,1530.05,11190.6445
2023-02-12 04:00:00,1533.71,1533.91,1528.97,10235.7217
2023-02-12 06:00:00,1530.83,1534.56,1530.05,9526.9525
2023-02-12 08:00:00,1536.94,1540.06,1530.83,16325.6765
2023-02-12 10:00:00,1533.48,1538.93,1531.84,13959.8822
2023-02-12 12:00:00,1526.26,1535.31,1521.12,30141.5247
2023-02-12 14:00:00,1536.09,1541.0,1524.67,26916.2377
2023-02-12 16:00:00,1540.98,1548.02,1534.23,39837.3226
2023-02-12 18:00:00,1539.23,1542.49,1535.89,14723.0304
2023-02-12 20:00:00,1511.23,1541.96,1508.33,37732.8159
2023-02-12 22:00:00,1514.83,1517.42,1493.08,58390.074
2023-02-13 00:00:00,1507.03,1524.62,1501.59,50071.0874
2023-02-13 02:00:00,1516.81,1518.0,1496.67,33721.8034
2023-02-13 04:00:00,1518.66,1522.71,1516.02,19211.9994
2023-02-13 06:00:00,1522.39,1526.1,1517.06,28334.095
2023-02-13 08:00:00,1482.36,1522.83,1472.03,151855.4894
2023-02-13 10:00:00,1486.07,1489.01,1466.0,82837.1769
2023-02-13 12:00:00,1477.98,1491.89,1477.66,47800.7159
2023-02-13 14:00:00,1475.71,1489.78,1475.4,51689.0106
2023-02-13 16:00:00,1472.62,1487.88,1461.93,70135.8618
2023-02-13 18:00:00,1490.78,1493.91,1471.85,42349.6161
2023-02-13 20:00:00,1485.26,1492.46,1482.18,24302.475
2023-02-13 22:00:00,1505.24,1510.43,1484.32,40843.0595
2023-02-14 00:00:00,1499.18,1508.72,1494.09,26130.6487
2023-02-14 02:00:00,1498.23,1504.69,1497.51,23589.0776
2023-02-14 04:00:00,1501.51,1502.2,1496.81,16402.5627
2023-02-14 06:00:00,1506.0,1507.62,1500.34,24464.088
2023-02-14 08:00:00,1511.92,1519.82,1497.09,35465.3592
2023-02-14 10:00:00,1507.7,1514.76,1504.6,24265.5585
2023-02-14 12:00:00,1514.48,1526.99,1482.66,153537.6373
2023-02-14 14:00:00,1544.83,1569.0,1495.61,195710.6556
2023-02-14 16:00:00,1545.84,1554.29,1534.02,59331.6979
2023-02-14 18:00:00,1560.31,1564.69,1545.4,52922.4409
2023-02-14 20:00:00,1555.48,1564.07,1549.3,35312.2648
2023-02-14 22:00:00,1555.71,1561.91,1551.06,21832.3856
2023-02-15 00:00:00,1549.17,1557.43,1547.36,22671.829
2023-02-15 02:00:00,1549.22,1552.22,1542.55,22801.7646
2023-02-15 04:00:00,1550.28,1552.06,1546.34,15918.5145
2023-02-15 06:00:00,1547.56,1552.09,1544.65,17358.3595
2023-02-15 08:00:00,1550.98,1552.0,1544.5,19689.8621
2023-02-15 10:00:00,1572.26,1580.0,1549.33,53165.8747
2023-02-15 12:00:00,1577.75,1593.67,1572.26,102744.6118
2023-02-15 14:00:00,1579.5,1582.97,1566.86,62430.2388
2023-02-15 16:00:00,1581.05,1589.8,1573.47,40452.1582
2023-02-15 18:00:00,1628.54,1629.32,1577.5,78128.549
